Scene ID,Chapter,Sentence Count,Duration (Sec),Visual Summary,Video Prompt
CH07_SC003d,7,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Ngay cả vào năm 1937, khi cuốn sách Nghĩ Giàu và Làm Giàu được xuất bản, Hill đang ở trong trạng thái khánh kiệt.","steady shot showing the clean black silhouette of a man in a worn coat walking past a bookstore window displaying a glowing book, set against a dark blue and grey gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC003e,7,2,7,"Bản thỏa thuận ly hôn đặt trên bàn gỗ, chiếc nhẫn cưới nằm đơn độc bên cạnh.","steady shot showing a flat 2D vector graphic of a document labeled ""DIVORCE DECREE"" in English lying on a dark wooden table, with a simple gold wedding ring sitting next to it under a cold spotlight, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC003f,7,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Bà phải tự gánh vác toàn bộ tài chính gia đình.","steady shot showing the clean black silhouette of a woman carrying a heavy bag of coins up a flight of stone stairs, set against a dark gray and orange gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC004a,7,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nhưng chi tiết kỳ dị và đáng kinh ngạc nhất trong cuộc đời của Hill diễn ra vào năm 1939.","steady shot showing the clean black silhouette of a vintage grandfather clock with its hands spinning backwards rapidly under a green light, set against a dark teal and violet gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC005a,7,1,7,"Căn phòng làm việc cổ kính, sang trọng tại New York với thảm đỏ và ghế da lớn.","steady shot showing the grand exterior silhouette of a stone mansion with large arched windows glowing with neon green light, set against a dark blue and gold gradient background. Symmetrical composition, moody backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC005b,7,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Giáo phái này tuyên bố rằng cái chết và bệnh tật chỉ là những lỗi lầm nhận thức của tâm trí.","steady shot showing a flat 2D vector graphic of a human silhouette with a glowing green shield blocking a skull and crossbones icon vector, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC005c,7,1,5,"Nôi em bé màu trắng đặt giữa sảnh lớn biệt thự sang trọng của giáo phái Metaphysicians.","steady shot showing a simple white baby crib standing in the center of a massive, empty stone hall under a single hanging chandelier, set against a dark indigo and gold gradient background. Symmetrical composition, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC005d,7,1,7,"Nôi em bé màu trắng đặt giữa sảnh lớn biệt thự sang trọng của giáo phái Metaphysicians.","steady shot showing a flat 2D vector graphic of a baby crib surrounded by an glowing golden infinity symbol line vector, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC005e,7,1,5,"Nôi em bé màu trắng đặt giữa sảnh lớn biệt thự sang trọng của giáo phái Metaphysicians.","slow camera panning showing the clean black silhouette of a man wearing a coat standing next to a baby crib in a grand room, looking down, set against a dark purple and teal gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC005f,7,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Ông thường đứng thuyết giảng để truyền bá sức mạnh ý chí tối thượng.","steady shot showing the clean black silhouette of a man standing on a podium with his hand raised, preaching to a crowd of silhouettes under a bright yellow beam of light, set against a dark gray and amber gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC006a,7,2,7,"Nôi em bé màu trắng đặt giữa sảnh lớn biệt thự sang trọng của giáo phái Metaphysicians.","steady shot showing a flat 2D vector graphic of a calendar page with the year ""1940"" ripping in half and falling away under a cold spotlight, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC006b,7,1,8,"Nôi em bé màu trắng đặt giữa sảnh lớn biệt thự sang trọng của giáo phái Metaphysicians.","steady shot showing the clean black silhouette of metal prison bars slamming shut in front of a chest filled with gold coins, set against a dark red and black gradient background. High contrast, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC006c,7,1,8,"Nôi em bé màu trắng đặt giữa sảnh lớn biệt thự sang trọng của giáo phái Metaphysicians.","slow camera panning showing the clean black silhouette of a little girl playing happily with a toy block on a sunny park lawn, under a large green tree silhouette, set against a dark blue and gold gradient background. Moody backlight, soft shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC006d,7,1,8,"Silhouette một người đàn ông đội mũ phớt che nửa mặt đi vào bóng tối đường phố.","steady shot showing the clean black silhouette of a man using an eraser to remove text from a large leather book page under a desk lamp, set against a dark teal and grey gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC007a,7,1,3,"Bóng đen chân dung Napoleon Hill tách đôi, một nửa sáng một nửa tối tương phản.","steady shot showing a flat 2D vector graphic of a large question mark icon split down the middle, with one side gold and the other side rusty grey, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC007b,7,1,8," Silhouette người đàn ông ngồi gục đầu bên đống hóa đơn nợ nần chồng chất dưới ánh đèn bàn leo lét.","steady shot showing the clean black silhouette of a man standing before a blank blackboard, with a zero ""0"" drawn in chalk under a dim lamp, set against a dark charcoal gradient background. Symmetrical composition, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC007c,7,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Ông phải tìm kiếm sự nương tựa trong các tổ chức tà giáo kỳ lạ để trục lợi tài chính.","steady shot showing the clean black silhouette of a man walking into a dark temple silhouette with a glowing green eye symbol above the door, set against a dark purple and indigo gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC007d,7,1,8,"Silhouette một người đàn ông đội mũ phớt che nửa mặt đi vào bóng tối đường phố.","steady shot showing a flat 2D vector graphic of a book with a glowing gold cover rising up towards a sky filled with dollar bills, set against a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC008a,7,1,4,"Một chiếc hố đen hút những đồng tiền vàng vào hư vô.","steady shot showing a flat 2D vector graphic of a swirling dark whirlpool sucking in multiple green paper dollars and gold coins, on a solid dark gray background. Symmetrical layout, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC008b,7,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Độc giả chi tiền mua sách để sửa đổi tư duy khi thất bại.","steady shot showing the clean black silhouette of a hand inserting coins into a slot labeled ""HOPE VENDOR"" in English, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC008c,7,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Họ không biết rằng tác giả chỉ giàu lên nhờ thu tiền từ họ, không phải nhờ phép màu sóng não.","steady shot showing the clean black silhouette of a writer sitting at a large desk counting a massive stack of money bags, set against a dark teal and violet gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC008d,7,1,8," Silhouette người đàn ông ngồi gục đầu bên đống hóa đơn nợ nần chồng chất dưới ánh đèn bàn leo lét.","steady shot showing the clean black silhouette of a man in a tattered business suit trying to teach a class of silhouettes, set against a dark orange and grey gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC008e,7,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Sự tỉnh táo nhận thức đòi hỏi chúng ta phải tách biệt giữa ảo tưởng hào nhoáng của người bán và thực tế cuộc đời của họ.","steady shot showing a flat 2D vector graphic of a pair of eyeglasses, with one lens showing a golden sun icon and the other showing a grey brick wall icon, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH07_SC009a,7,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a man walking out of a dark cave into a bright, clear landscape under a morning sun, set against a dark blue and gold gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC001a,8,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi những ảo tưởng ngọt ngào bị đập tan, bộ não của chúng ta rất dễ rơi vào một khoảng trống hoang mang.","steady shot showing the clean black silhouette of a person standing on a small island in a vast, empty white ocean, with grey fog swirling around them, set against a dark teal and violet gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC001b,8,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Con người là sinh vật sống bằng ý nghĩa và hy vọng.","steady shot showing the clean black silhouette of a man holding a small glowing lantern in his hand, walking forward on a dark road, set against a dark blue and amber gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC001c,8,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Chúng ta cần những mục tiêu và viễn cảnh tương lai để tiến về phía trước.","steady shot showing the clean black silhouette of a traveler looking at a distant, glowing city silhouette on the horizon under a starry night sky, set against a dark indigo and gold gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC001d,8,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a person sitting in meditation, with a large cracked mirror in front of them reflecting a broken, dark landscape, set against a dark charcoal and grey gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC001e,8,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Liệu có một công cụ thực chứng nào giúp chúng ta đạt được ước mơ?","steady shot showing a flat 2D vector graphic of a key with gear patterns on the handle, glowing with bright yellow light under a magnifying glass, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC001f,8,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Một phương pháp không cần phép màu siêu hình, và không bắt chúng ta phải tự trách bản thân khi thất bại.","steady shot showing a flat 2D vector graphic of a compass resting on a simple wooden ruler, with the compass needle pointing steady north, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC002a,8,1,3,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of four large square buttons with the letters ""W"", ""O"", ""O"", ""P"" in bold white text, glowing in neon green, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC002b,8,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Trong học thuật, nó gọi là MCII — Đối lập tâm trí kết hợp Ý định thực hiện.","steady shot showing a flat 2D vector graphic showing the English text ""MCII"" written on a grey blackboard, with two arrows pointing to the words ""MENTAL CONTRASTING"" and ""IMPLEMENTATION INTENTIONS"", on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC003a,8,1,8,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","slow camera panning showing a flat 2D vector graphic of four steps rising like a staircase, with the letters ""W"", ""O"", ""O"", ""P"" engraved on each step under a soft warm spotlight, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC003b,8,1,5,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of a clipboard with a checklist showing four blank checkboxes under a warm spotlight, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC004a,8,1,3,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of the letter ""W"" highlighted in bright yellow inside a glowing circle, next to a simple outline of a target, on a solid dark gray background. Symmetrical layout, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC004b,8,1,7,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hãy chọn một mong muốn thực tế và có ý nghĩa đối với bạn trong công việc hay tài chính.","steady shot showing the clean black silhouette of a person writing in a large, leather ledger under a desk lamp, set against a dark teal and amber gradient background. Symmetrical composition, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC004c,8,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Ví dụ: hoàn thành đề án thuyết trình dự án mới vào ngày mai.","steady shot showing a flat 2D vector graphic of a document labeled ""PROJECT PROPOSAL"" in English with a green checkmark, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC005a,8,1,3,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of the letter ""O"" highlighted in bright gold inside a glowing circle, next to an icon of a golden trophy, on a solid dark gray background. Symmetrical composition, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC005b,8,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hãy dành một phút hình dung về kết quả tốt đẹp nhất nếu ước muốn đó thành hiện thực: sự nhẹ nhõm, sự công nhận, hay khoản thưởng xứng đáng.","steady shot showing the clean black silhouette of a man standing before a cheering crowd, with his hands raised, set against a dark magenta and gold gradient background. Symmetrical composition, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC005c,8,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a meditator, with a thought bubble above his head showing the simple English text ""START"", set against a dark teal and violet gradient background. Symmetrical layout, glowing backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC006a,8,2,8,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of the letter ""O"" highlighted in bright red inside a glowing circle, next to a jagged rock obstacle icon, on a solid dark gray background. Symmetrical layout, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC006b,8,1,6,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a man sitting in meditation, wearing a blindfold, with storm clouds gathers in the sky above him, set against a dark gray and violet gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC006c,8,1,5,"Bóng đen tỷ phú Carnegie chỉ tay đặt lên vai Napoleon Hill, ánh sáng chiaroscuro.","steady shot showing the clean black silhouette of a man standing face-to-face with a giant, dark stone golem that represents his obstacle, set against a dark gray and red gradient background. Symmetrical layout, dramatic chiaroscuro. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC006d,8,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Rào cản đó thường nằm ở bên trong bạn: nỗi sợ bị từ chối, thói quen trì hoãn do cầu toàn, hay sự e ngại khi đối diện với những quyết định tài chính khó khăn.","steady shot showing the clean black silhouette of a man looking at his own shadow on a wall, where the shadow has a large red question mark in the center of its chest, set against a dark gray and amber gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC006e,8,1,3,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hãy gọi đúng tên rào cản đó.","steady shot showing a flat 2D vector graphic of a tag containing the English text ""PROCRASTINATION"" being tied to a dark box, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC007a,8,1,3,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of the letter ""P"" highlighted in bright green inside a glowing circle, next to a blueprint map icon, on a solid dark gray background. Symmetrical layout, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC007b,8,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Ví dụ: ""Nếu ngày mai tôi cảm thấy lo sợ khi phải gọi điện thương thảo một hợp đồng quan trọng và muốn lảng tránh bằng cách lướt mạng xã hội, tôi sẽ lập tức hít sâu ba nhịp, mở danh bạ và bấm số gọi trước khi tâm trí kịp tìm lý do trì hoãn.""","steady shot showing the clean black silhouette of a businessman sitting at his desk, picking up a telephone receiver to make a call under a desk lamp, set against a dark teal and gold gradient background. Moody lighting, deep shadows. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC008a,8,2,7,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of a flowchart with a box labeled ""IF"" in English connected by a green line to another box labeled ""THEN"" in English, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC008b,8,1,4,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Thì..."", bộ não tạo liên kết thần kinh mạnh mẽ.","steady shot showing a flat 2D vector graphic of a glowing green bridge connecting two neuron cells inside a brain silhouette, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC008c,8,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Nó nối giữa rào cản xuất hiện và hành vi mục tiêu đã định trước.","steady shot showing a flat 2D vector graphic of a green arrow starting at an obstacle block and ending at a finish line flag icon, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC008d,8,1,6,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Khi rào cản xuất hiện, bạn không cần tốn năng lượng vỏ não trước trán để quyết định.","steady shot showing a flat 2D vector graphic of a brain silhouette with the prefrontal cortex area glowing green, showing an arrow bypassing it smoothly, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC008e,8,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Bạn không cần dùng bạo lực ý chí để ép buộc bản thân.","steady shot showing the clean black silhouette of a person walking relaxed along a path, with a heavy chain lying broken on the ground next to them, set against a dark teal and violet gradient background. Moody backlight, deep silhouettes. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC008f,8,1,8,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Hành vi sẽ tự động được thực thi thông qua Hệ thống Một của não bộ, tương tự như phản xạ có điều kiện.","steady shot showing a flat 2D vector graphic of a gears mechanism with a large green gear turning a smaller blue gear automatically, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC009a,8,1,8,"Lớp học nghèo với các học sinh đang chăm chú ghi chép dưới ánh sáng cửa sổ.","steady shot showing the clean black silhouettes of three students sitting at wooden desks, writing on notebooks in front of a window letting in soft morning rays, set against a dark teal and grey gradient background. Symmetrical composition, soft warm lighting. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC009b,8,1,6,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of a report card with a large green ""A+"" grade and a graph line rising, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC009c,8,1,5,"Bức tranh ẩn dụ 2D nghệ thuật tâm lý, bóng đen con người và các luồng sáng màu gradient rực rỡ thể hiện nội dung: Kết quả vượt trội so với nhóm chỉ mơ tưởng về điểm số cao.","steady shot showing a flat 2D vector graphic showing a comparison between a checklist with many checks on the left, and a thought bubble with a gold cloud on the right, on a solid dark gray background. Clean outlines, high contrast. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC009d,8,1,7,"Đồ họa vector bốn ô chữ lớn W, O, O, P sáng rõ trên bảng đen tối giản.","steady shot showing a flat 2D vector graphic of a sturdy bridge connecting a small island labeled ""WISH"" in English to another island labeled ""ACTION"" in English, on a solid dark gray background. Symmetrical layout, soft warm lighting. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC010a,8,1,8,"Mạng lưới phễu lọc chặn các chấm tròn xám nhiễu và chỉ cho chiếc chìa khóa vàng đi qua.","steady shot showing a flat 2D vector graphic of a brain silhouette with a glowing green network of nodes at the base of the brainstem, labeled ""RAS FILTER"" in English, on a solid dark gray background. Symmetrical composition, clean outlines. flat 2D vector illustration style, clean bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
CH08_SC011a,8,1,8,"Bóng đen người đàn ông ngồi thiền, các đường hào quang ảo ảnh tỏa ra xung quanh.","steady shot showing the clean black silhouette of a meditator, with glowing waves radiating from his head into a starry sky, set against a dark purple and indigo gradient background. Symmetrical layout, glowing backlight. minimalist graphic novel ink style, high contrast, bold outlines, flat colors, vibrant color palette, cinematic lighting, 8-second continuous documentary video --ar 16:9"
